REGISTRO;PRODUTO;TIPO DE PRODUTO ;APRESENTACAO;CLASSE TERAPEUTICA;CNPJ;LABORATORIO;PF Sem Impostos;TARJA
1,06E+12;VALERATO BETAMETASONA;Genérico;1MG/G CREM DERM CT BG AL X 30G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;11,86;Tarja Vermelha(*)
1,26E+12;VALERATO DE BETAMETASONA;Genérico;1,0 MG/G CREM DERM CT BG AL X 30 G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;14,21;Tarja  Vermelha
1,56E+12;VALERATO DE BETAMETASONA;Genérico;1 MG/G CREM DERM CT BG AL X 30 G ;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;12,15;Tarja  Vermelha
1,83E+12;VALERATO DE BETAMETASONA;Genérico;1,0 MG/G CREM DERM CT BG AL  X 30 G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;13,14;Tarja Vermelha(*)
1,83E+12;VALERATO DE BETAMETASONA;Genérico;1 MG/G POM DERM CT BG AL X 30 G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;13,8;Tarja Vermelha(*)
1,41E+12;DERMOVAT;Similar;1 MG/G CREM CT BG AL REV X 30 G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;02.501.297/0001-02;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;21,37;Tarja  Vermelha
1,41E+12;DERMOVAT;Similar;1 MG/G POM CT BG AL REV X 30 G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;02.501.297/0001-02;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;21,37;Tarja  Vermelha
1,71E+12;NERISONA;Novo;1 MG/G CREM DERM CT BG AL X 15G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;18.459.628/0001-15;BAYER S.A.;15,74;Tarja  Vermelha
1,71E+12;NERISONA;Novo;1 MG/G POM DERM CT BG AL X 15G;D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS;18.459.628/0001-15;BAYER S.A.;15,74;Tarja  Vermelha
1,71E+12;BI-NERISONA;Novo;(1,0+10,0) MG CREM DERM CT BG AL X 15 G;D07B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS;18.459.628/0001-15;BAYER S.A.;16,83;Tarja Vermelha(*)
1,71E+12;ICACORT;Novo;(1,00+10,00) MG/G CREM DERM CT BG AL X 30 G;D07B2 - CORTICOESTERÓIDES ASSOCIADOS A ANTIMICOTICOS;18.459.628/0001-15;BAYER S.A.;18,27;Tarja Vermelha(*)
1,71E+12;CLIMENE;Novo;2 MG DRG / 2 MG + 1 MG DRG CT BL CALEND X 11 + 10;G03F0 - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;18.459.628/0001-15;BAYER S.A.;18,91;Tarja  Vermelha
1,71E+12;PRIMOGYNA;Novo;1 MG DRG CT BL CALEND AL PLAS INC X 28;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;18.459.628/0001-15;BAYER S.A.;24,71;Tarja  Vermelha
1,71E+12;PRIMOGYNA;Novo;2 MG DRG CT BL CALEND AL PLAS INC X 28;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;18.459.628/0001-15;BAYER S.A.;49,41;Tarja  Vermelha
1,68E+12;YVI;Similar;2 MG COM REV CT BL AL PLAS PVC TRANS X 28;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;49,41;Tarja Vermelha(*)
1,68E+12;YVI;Similar;2 MG COM REV CT BL AL PLAS PVC TRANS X 56;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;98,82;Tarja Vermelha(*)
1,68E+12;YVI;Similar;2 MG COM REV CT BL AL PLAS PVC TRANS X 84;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;148,24;Tarja Vermelha(*)
1,06E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 28;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;32,12;Tarja Vermelha(*)
1,06E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 56;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;64,24;Tarja Vermelha(*)
1,06E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 84;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;96,36;Tarja Vermelha(*)
1,02E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 28;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;57.507.378/0003-65;EMS S/A;32,12;Tarja Vermelha(*)
1,02E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 56;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;57.507.378/0003-65;EMS S/A;64,24;Tarja Vermelha(*)
1,02E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 84;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;57.507.378/0003-65;EMS S/A;96,36;Tarja Vermelha(*)
1,68E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 28;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;32,12;Tarja Vermelha(*)
1,68E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 56;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;64,23;Tarja Vermelha(*)
1,68E+12;VALERATO DE ESTRADIOL;Genérico;2 MG COM REV CT BL AL PLAS PVC TRANS X 84;G03C0 - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;96,35;Tarja Vermelha(*)
1,71E+12;TAMBELLA;Similar;COM REV A + COM REV B + COM REV C + COM REV D ESTOJ CARTOL BL AL PLAS INC X 26 + 2 PLACEBOS ;G03A4 - PREPARAÇÕES CONTRACEPTIVAS TRIFÁSICAS;18.459.628/0001-15;BAYER S.A.;30,23;Tarja - (*)
1,71E+12;TAMBELLA;Similar;COM REV A + COM REV B + COM REV C + COM REV D 3 ESTOJ CARTOL BL AL PLAS INC X 26 + 2 PLACEBOS ;G03A4 - PREPARAÇÕES CONTRACEPTIVAS TRIFÁSICAS;18.459.628/0001-15;BAYER S.A.;90,67;Tarja - (*)
1,57E+12;VALERIANE;Fitoterápico;50 MG COM DRG BL AL PLAS INC X 20;FITO - FITOTERÁPICOS;05.254.971/0001-81;ZYDUS NIKKHO FARMACÊUTICA LTDA;39,53;Tarja 
1,19E+12;RECALM;Fitoterápico;215 MG CAP MOLE CT BL AL PVDC TRANS X 30;V07A2 - OUTROS PRODUTOS;78.950.011/0001-20;HERBARIUM LABORATORIO BOTANICO LTDA;41,01;Tarja 
1,15E+12;ANSIVAL;Fitoterápico;100 MG COM REV CT STR AL X 30;N05B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS;17.440.261/0001-25;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;43,36;Tarja 
1,06E+12;REMILEV;Fitoterápico;250 MG + 60 MG COM REV CT BL AL AL X 10 ;N05B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;17,72;Tarja 
1,06E+12;REMILEV;Fitoterápico;250 MG + 60 MG COM REV CT BL AL AL X 20;N05B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;27,59;Tarja 
1,01E+12;VALCYTE;Novo;450 MG COM REV CT FR PLAS OPC X 60;J05B1 - PRODUTOS PARA HEPATITES VIRAIS;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;9243,43;Tarja  Vermelha
1,26E+12;VALPROATO DE SODIO;Genérico;50 MG/ML XPE FR PLAS OPC X 100 ML + CP MED;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;7,12;Tarja  Vermelha
1,13E+12;VALPAKINE;Novo;200 MG/ML SOL ORAL CT FR VD AMB X 40 ML + SER DOS;N03A0 - ANTIEPILÉPTICOS;02.685.377/0001-57;SANOFI-AVENTIS FARMACÊUTICA LTDA;9,92;Tarja Vermelha (*)
1,06E+12;VODSSO;Similar;50 MG/ML XPE CT FR VD AMB X 100 ML;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;11,82;Tarja  Vermelha
1,06E+12;VODSSO;Similar;500 MG COM REV CT FR PLAST OPC X 50 ;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;45,49;Tarja  Vermelha
1,06E+12;VALPROATO DE SÓDIO;Genérico;50 MG/ML XPE CT FR VD AMB X 100 ML;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;7,46;Tarja  Vermelha
1,06E+12;VALPROATO DE SÓDIO;Genérico;300 MG COM REV CT FR VD AMB X 25 ;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;11,51;Tarja  Vermelha
1,06E+12;VALPROATO DE SÓDIO;Genérico;500 MG COM REV CT FR VD AMB X 50;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;28,74;Tarja  Vermelha
1,10E+12;ÁCIDO VALPRÓICO;Similar;576 MG COM REV CT FR VD AMB X 50;N03A0 - ANTIEPILÉPTICOS;49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;29,56;Tarja Vermelha (*)
1,06E+12;DEPAKENE;Novo;50 MG/ML XPE CT FR VD AMB X 100 ML;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;11,82;Tarja Vermelha (*)
1,06E+12;DEPAKENE;Novo;300 MG COM REV CT FR VD AMB X 25 ;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;18,21;Tarja Vermelha (*)
1,06E+12;DEPAKENE;Novo;500 MG COM REV CT FR PLAST OPC X 50 ;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;45,49;Tarja Vermelha (*)
1,06E+12;DEPACON (PORT 344/98 LISTA C-1);Novo;100MG/ML SOL INJ CT 10 FA VD INC X 5ML;N03A0 - ANTIEPILÉPTICOS;56.998.701/0001-16;ABBOTT LABORATÓRIOS DO BRASIL LTDA;133,82;Tarja  Vermelha
1,10E+12;EPILENIL;Similar;576 MG COM REV CT FR VD AMB X 50;N03A0 - ANTIEPILÉPTICOS;49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;45,52;Tarja Vermelha (*)
1,13E+12;VALPAKINE;Novo;200 MG/ML SOL ORAL CT FR VD AMB X 40 ML ;N03A0 - ANTIEPILÉPTICOS;02.685.377/0001-57;SANOFI-AVENTIS FARMACÊUTICA LTDA;10,19;Tarja Vermelha (*)
1,26E+12;LAVIE;Similar;50 MG/ML XPE FR VD AMB X 100 ML + CP MED;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;6,77;Tarja Vermelha (*)
1,26E+12;LAVIE;Similar;50 MG/ML XPE FR PLAS OPC X 100 ML + CP MED;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;6,77;Tarja Vermelha (*)
1,26E+12;LAVIE;Similar;50 MG/ML XPE FR PET AMB X 100 ML + CP MED;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;6,77;Tarja Vermelha (*)
1,26E+12;VALPROATO DE SÓDIO;Genérico;500 MG COM REV LIB RETARD CT BL AL AL X 300;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;177,42;Tarja Vermelha (*)
1,26E+12;VALPROATO DE SÓDIO;Genérico;300 MG COM REV LIB RETARD CT BL AL AL X 30;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;14,2;Tarja Vermelha (*)
1,26E+12;VALPROATO DE SÓDIO;Genérico;500 MG COM REV LIB RETARD CT FR VD AMB X 50;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;29,57;Tarja Vermelha (*)
1,26E+12;VALPROATO DE SÓDIO;Genérico;500 MG COM REV LIB RETARD CT BL AL AL X 30;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;17,73;Tarja Vermelha (*)
1,26E+12;VALPROATO DE SÓDIO;Genérico;300 MG COM REV LIB RETARD CT BL AL AL X 300;N03A0 - ANTIEPILÉPTICOS;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;142,05;Tarja Vermelha (*)
1,04E+12;VALPROATO DE SODIO;Genérico;50 MG/ML XPE CT FR PLAS AMB X 100 ML + CP MED;N3A - ANTIEPILÉPTICOS;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;7,3;Tarja 
1,00E+12;VARTAZ;Similar;320 MG COM REV CT BL AL AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;25,6;Tarja Vermelha(*)
1,27E+12;VALSARTANA + HIDROCLOROTIAZIDA;Genérico;160 MG + 25 MG COM REV CT BL AL AL X 30;C09D1 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTIHIPERTENSIVOS (C2) E/OU DIURÉTICOS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;27,87;Tarja Vermelha(*)
1,06E+12;BRAVAN;Similar;80 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;92,24;Tarja  Vermelha
1,06E+12;BRAVAN;Similar;160 MG COM REV CT BL AL/AL X 10 ;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;30,54;Tarja  Vermelha
1,06E+12;BRAVAN;Similar;160 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;91,62;Tarja  Vermelha
1,06E+12;BRAVAN;Similar;320 MG COM REV CT BL AL/AL X 10 ;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;30,36;Tarja  Vermelha
1,06E+12;BRAVAN;Similar;320 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;91,17;Tarja  Vermelha
1,06E+12;BRAVAN;Similar;80 MG COM REV CT BL AL/AL X 10 ;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;30,73;Tarja  Vermelha
1,56E+12;NEOSARTAN;Similar;80 MG COM REV CT BL AL PLAS TRANS X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;65,34;Tarja  Vermelha
1,04E+12;AVAL;Similar;80 MG COM REV CT BL AL  AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;43.312.503/0001-05;SUPERA FARMA LABORATÓRIOS S.A;74,17;Tarja Vermelha(*)
1,04E+12;AVAL;Similar;160 MG COM REV CT BL AL AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;43.312.503/0001-05;SUPERA FARMA LABORATÓRIOS S.A;75,16;Tarja Vermelha(*)
1,04E+12;AVAL;Similar;320 MG COM REV CT BL AL AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;43.312.503/0001-05;SUPERA FARMA LABORATÓRIOS S.A;75,8;Tarja Vermelha(*)
1,12E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;64,29;Tarja  Vermelha
1,12E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;64,29;Tarja  Vermelha
1,12E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;63,02;Tarja  Vermelha
1,56E+12;NEOSARTAN;Similar;160 MG COM REV CT BL AL PLAS TRANS X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;91,41;Tarja  Vermelha
1,36E+12;BRASART BCC;Similar;320 MG + 10 MG COM REV CT BL AL AL X 30;C09D3 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTAGONISTAS DO CÁLCIO;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;111,02;Tarja Vermelha(*)
1,00E+12;VARTAZ;Similar;80 MG COM REV CT BL AL  AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;25,6;Tarja Vermelha(*)
1,00E+12;VARTAZ;Similar;160 MG COM REV CT BL AL AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;25,6;Tarja Vermelha(*)
1,56E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL PLAS TRANS X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;63,03;Tarja  Vermelha
1,56E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL PLAS TRANS X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;63,03;Tarja  Vermelha
1,56E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL PLAS TRANS X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;63,03;Tarja  Vermelha
1,56E+12;NEOSARTAN;Similar;320 MG COM REV CT BL AL PLAS INC X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;91,53;Tarja  Vermelha
1,04E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL PLAS PCTFE TRANS X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;44,14;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL AL X  20;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;28,15;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL AL X  30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;42,23;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL AL X  60;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;84,45;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL AL X  90 (EMB FRAC);C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;126,68;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL AL X  20;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;29,43;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL AL X  30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;44,13;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL AL X  60;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;88,26;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL AL X  90 (EMB FRAC);C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;132,4;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL AL X  20;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;28,15;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;42,23;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL AL X  60;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;84,45;Tarja Vermelha(*)
1,35E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL AL X  90 (EMB FRAC);C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;48.344.725/0007-19;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;126,68;Tarja Vermelha(*)
1,06E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;64,29;Tarja 
1,06E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;64,29;Tarja 
1,06E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL/AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;63,02;Tarja 
1,00E+12;VALSARTANA;Genérico;80 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;61.286.647/0001-16;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;40,2;Tarja Vermelha(*)
1,00E+12;VALSARTANA;Genérico;160 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;61.286.647/0001-16;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;40,2;Tarja Vermelha(*)
1,00E+12;VALSARTANA;Genérico;320 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;61.286.647/0001-16;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;40,2;Tarja Vermelha(*)
1,01E+12;DIOVAN;Novo;80 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;63,36;Tarja Vermelha(*)
1,01E+12;DIOVAN;Novo;160 MG COM REV CT BL AL AL X 14;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;32,93;Tarja Vermelha(*)
1,01E+12;DIOVAN;Novo;160 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;63,36;Tarja Vermelha(*)
1,01E+12;DIOVAN;Novo;40 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;63,36;Tarja Vermelha(*)
1,01E+12;DIOVAN;Novo;320 MG COM REV CT BL AL AL X 14;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;31,67;Tarja Vermelha(*)
1,01E+12;DIOVAN;Novo;320 MG COM REV CT BL AL AL X 28;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;63,36;Tarja Vermelha(*)
1,02E+12;VALSARTANA;Genérico;40MG COM REV CT BL AL AL X 30;C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS;57.507.378/0003-65;EMS S/A;66,72;Tarja Vermelha(*)
